F F F F F F F F F F F F F F F B F F B F 
F F F F F F F F F F F F F F B B B B B B 
F F F F F F F F F F F F F F B B B B B B 
F F F F F F F F F F F F F B B X B X B X 
F F F F F F F F F F F F B B B X B B B X 
F F F F F F F F F F F F B B B B B B X B 
F F F F F F F F F F F F F B B B X X X B 
F F F F F F F F F F F F F F F B B B B X 
F F F F F F F F F F F F F F F B B B B B 
F F F F F F F F F F F F F F F B B B B B 
F F F F F F F F F F F F F F F B B B B B 
F F F F F F F F F F F F F F F B B B B F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
