F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F B B B B 
F F F F F F F F F F F F F F B B F B B F 
F F F F F F F F F F F F F F B X B X B B 
F F F F F F F F F F F F F B B X B B B X 
F F F F F F F F F F F F F B B B B B B B 
F F F F F F F F F F F F F F B B B B X B 
F F F F F F F F F F F F F F F F B B B X 
F F F F F F F F F F F F F F F F F B B B 
F F F F F F F F F F F F F F F B B B B B 
F F F F F F F F F F F F F F F B B B B B 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
F F F F F F F F F F F F F F F F F F F F 
